id,age,salary,marital_status,loan_amount,loan_term,job_category,approved
7d8937a0ed5740169071cfba0cec8f7e,30,120000,C1,15000,24,C1,0
166ba112ca894ca487202c7c0e73c39c,25,160320,C1,12000,12,C3,0
8b418d35928748ffbcae9936c2c392ae,25,1455520,C1,15000,24,C4,0
ced0ca032bc54fb58385768f9d78d721,27,240000,C6,12500,12,C1,0
9ce2fd91923b46c18ed9795929f8f9d0,34,144000,C2,25000,24,C2,0
b09f0f4a902f4d0a99910ab707315cde,21,108000,C1,5000,12,C4,0
8fbaa95ff880437680296b6609b95d5d,31,140000,C1,10000,24,C2,0
39397433b79a40869365eefcdb326a10,25,224000,C1,25000,12,C2,0
c0949f1040134271b5edbfd78a61d327,28,160000,C1,25000,36,C1,0
541747014ac048c29e8e703cabe975e4,45,264000,C5,37500,36,C1,0
3f7ae320d71d480e96833c66bc116fc6,29,137600,C1,24000,12,C4,0
e3414450cb244144ae327d91839436e9,27,127500,C1,37500,36,C1,0
83be308e5c964ec7bf19894027c17be6,39,128000,C2,15000,24,C1,0
00de338f9a6e4439a1687b67624ffd26,25,120000,C2,12500,24,C3,0
52ef1a8e55644672ad444642974e1e71,45,112800,C1,10000,18,C2,0
677cb3bac96b4a86aec8f3f7713c4c3b,22,120000,C1,25000,36,C1,0
bcd87dea68d04e8ca5459f995f4454fa,28,128000,C1,5000,12,C1,0
22bee6cc65124898a0d72f5939460dff,31,120000,C1,15000,12,C1,0
ecf622cd81ba4a05a129361ba7dbd9c9,36,188800,C2,17500,36,C3,0
dbb0249609ed4a88bd1caf8c65f1c0f8,37,148960,C2,12500,36,C2,0
132a288c41f446d188ed5bbe5986356c,22,160000,C6,8650,24,C3,0
a7bf5d9477cc4c41873ce1934d5e2cde,26,135000,C1,11500,24,C1,0
3b4f4c1176574333a646b6b379b281f6,24,120000,C1,5000,13,C2,0
d7812a889f544a92847033d2208ca6c6,45,104000,C6,15000,24,C2,0
46572473a79e4f7b98ac23e6e5c5aa47,38,192000,C2,25000,36,C4,1
2cec2d49654f49299fb0ebb41cfdacc3,37,102000,C1,14000,24,C4,0
5b383c682cf14155bb64dcbcd5aa86bb,36,325000,C1,25000,24,C1,0
6dbd360834314a638780580acc965ad8,31,144480,C1,15000,24,C2,1
df7d4c5bfb2741248f004812dd77bc68,22,151610,C1,22500,48,C1,0
f9656ecff06742349d221db6bd02125f,25,160560,C2,25000,24,C3,0
01faf464227d490fbbf7068eb75b2248,26,110000,C1,15000,36,C1,0
5c5eff15de124df58b71f6d5887e2902,47,104000,C2,37500,36,C1,0
a8d0754375e0444ca4d9d33c3c17a00a,41,176400,C2,37500,60,C4,1
8fbd7af50b454d449e02129a80da9ea5,25,1120000,C2,25000,36,C1,0
716640a520e04c129431be4a252fccdd,37,176000,C2,25000,24,C6,0
f8924b2dbd88487e889ce326d418f196,39,220000,C2,25000,24,C1,0
d0faee40142d4ba4b23147891e918e2b,36,120000,C1,5000,12,C2,0
1598a4cb47354c75aff8cbde2fc2a1eb,54,130400,C1,15000,36,C1,0
5e2453275fb647a28ff9e066b250bdd3,36,140000,C2,15000,24,C1,0
05e8ddb4cf5440878f667bb9c6fb931b,29,136800,C2,25000,36,C1,0
0be3564136cf437bb30575c3a20becbf,24,156880,C1,7500,18,C4,0
381bb8e6e4f1467d8129e7687b740e16,27,141680,C1,5000,24,C3,0
a752ac0662994414908ade8c6e7610cb,24,112000,C6,5000,18,C4,0
bb1ad724966f43f0b04b460847c2b680,27,265360,C2,20000,36,C1,1
ac979adb2116484f88c8a9e14b369eef,40,460000,C2,20000,36,C5,0
b2a9568bea104348a97feb2fb738a9c2,26,114880,C6,15000,36,C1,0
a3382768bd3d4c3aaf40fdbec064a86e,35,137500,C2,30000,36,C1,0
05d6bcea06c0453f9f49bd26a0b80c18,35,136000,C1,25000,36,C5,0
a59af0a2a5944f4ca7a8ca0ae4779540,41,200000,C2,20000,36,C2,0
58c5f41b88564db0ba67b1bd735143b5,30,128000,C2,5000,24,C2,0
f1477cca89364f7c87e49deb28e3f2fd,44,272000,C2,5000,6,C6,0
d447cfab61d44e0aa68fa72947d4b2a1,40,160000,C1,15000,18,C1,0
563dbc06b7114ad69a3a8c50d0cf1797,54,186500,C6,30200,48,C1,0
df177798db4b46a3866eebafaa150a68,29,114000,C1,15000,12,C1,0
11e1dca5a26848e98db546bfc65955ab,31,118400,C2,25000,24,C5,0
21b60c13316f48c9b7ad155de5a99558,44,144000,C3,7500,12,C5,0
5e353542772f48dc9bb953d6fc35501a,46,100000,C1,15000,24,C3,0
ed6d45ac78d440788b9704d60fdbb01a,50,144290,C6,25000,48,C1,1
ccaf8d5b215e448d88947d645f2672a0,25,128000,C1,10000,24,C4,0
91718ea281864c0ebd82c1086c17a4f5,33,160000,C6,25000,36,C1,0
e281117fcbdf46fe8afea714c648c983,28,96000,C1,5000,36,C1,0
a972f44da844449aa7755609de66e984,25,90500,C2,25000,60,C1,1
7ecc216dfd6e47f1a2bd0de694820ce2,34,251200,C1,25000,12,C1,0
8e17b16396ad41b4ad049fc1b28bbfc1,25,128000,C7,7500,24,C2,0
ef48da2267a3453c85ce53a28fb3b1e4,34,108800,C2,5000,24,C6,0
6b21c761fefc4fb2866336d8edba09be,34,112000,C1,5000,24,C4,0
84b1885591b845aaa558917d552d6421,26,149760,C6,25000,36,C7,0
d5b9109e452a421face96493c60b4427,26,121600,C2,10000,24,C2,0
fec25f98a009468d98e9cc165ac7eabc,29,135000,C2,25000,60,C4,0
d667a6f6bd944cc49a29406884d63a0d,31,136880,C2,25000,36,C1,0
c1171b2a21a442ebbfe5cf99b6341f10,25,200000,C6,7500,18,C1,0
e7dc466d9f314cdcb71ea939289781b9,32,128000,C2,5000,24,C3,0
234a5a5c8fea4a15baa5557d4c761092,27,163600,C1,20000,12,C1,0
a251750c60c143b49c61c5aec4307ab6,26,123680,C6,5000,24,C5,0
f5a7f07143544fab9a236c9710ed9d35,61,187200,C2,25000,24,C1,0
6472fd2b5264438082b3ec711b8dba80,37,120000,C5,10000,24,C3,0
6ef52e1980944b9da6aba3a7de70eabc,30,148000,C1,17500,36,C8,0
af7ad130d8944270bec3bc2313a887f9,68,320000,C2,12500,24,C6,0
bac2ca6c638b4b0f8da7487e6f56168d,27,130000,C7,15000,24,C5,1
3751db5212ea48018440b28808beb85b,26,93750,C1,15250,30,C4,1
16ba4dcb491841c58d2f9f1bb9a0e95e,25,90000,C6,15000,54,C1,0
f5400a4c96474ddc9f8a367b9b1cc0c3,41,132000,C6,25000,36,C1,0
323f50db52d1436da71ed0ade4941667,54,256000,C2,25000,36,C1,0
db9852e0247846e995c2a2e8a47a5816,31,129600,C1,25000,18,C1,0
6c596f6d618a4a6dbc99d916be3702c4,24,144000,C1,20600,16,C1,0
901f6c6b2bb645f4a962d0ef5c0c75d7,32,100000,C1,5000,24,C2,1
ac808a58e51e44319e4bbedc0f288872,51,120000,C6,5000,24,C5,0
4fe058c5ad0b4799aa64115c9164bbc0,50,124000,C6,25000,36,C4,1
5c499e9282614747babf5fd57923482e,45,137600,C1,25000,24,C1,1
6194b3cd4c044c888d0e9f00fbf359ca,24,105440,C1,20050,60,C1,0
fb720fa1fddc477ba35409ea57572645,53,1680000,C1,20000,36,C1,0
1e77da5e98a74526b033414cb6e0ad58,48,248000,C2,17500,24,C5,0
f08686742e8e4e6f9e494b70aaedaa63,25,128000,C1,25000,36,C1,0
b57b19d8ff154d338268111ff6165023,39,115000,C2,27500,60,C5,0
ef0b4861fdb94d5eb27be7af74b9c03c,26,193600,C6,5000,24,C1,0
856f1279f9a744d9975b2d04b08f185d,25,112000,C6,25000,36,C3,0
e1963919adfd48d09519f152bef45311,23,100000,C1,15000,24,C2,0
d9df77aeaea248c2b25bc376bae2de6c,23,138980,C6,37500,48,C4,1
9f96c2b783c346ad8f7ab47ddf290a10,26,1200000,C2,15000,36,C2,0
d6717858ea43407694fc228522100144,23,110400,C2,25000,36,C2,0
5db14300bfdc425f92de965ede8e3f90,32,111540,C2,35000,60,C1,0
d316d662c7514aa9b5ccec46e5558f71,52,196000,C2,15000,35,C2,0
6f01bcb4b9814e029fb5969bca98f230,44,128000,C2,15000,36,C3,1
f8409d4f5c49418b9da29b1555cff4c1,30,116000,C1,10000,24,C4,0
cad15740a82245a2929fc5c8ada38d83,61,128000,C3,25000,36,C3,0
fcd58c851c1b416f90fef0bc6da2df4c,41,120320,C1,5000,28,C4,0
197b55b92f5042359d9b078c3c870896,29,128000,C2,37500,54,C1,0
1ac3315c6d8c4a81bce78fbf73c856fc,29,136000,C6,25000,12,C2,0
3d1d7d13451944b5b8812aadc1295972,24,120000,C1,12500,24,C6,0
6714f4db41194bd1af82d5783980debb,29,144000,C1,20000,36,C3,0
d1c2414c5d9f4c0d8518b43ba7997d1b,59,112000,C2,15000,36,C5,0
2c4899fe86e24c1d8c222f2cf16029c2,39,180000,C2,32500,36,C2,0
608160e581614ca58fd3d54201c8885a,24,144000,C1,20000,36,C4,0
128183576b564e9f802c364de886297c,26,110400,C6,30000,60,C1,1
dd730ba1a85f481682acda3c15f11d4c,27,140000,C7,10000,12,C2,0
21678d9ccea34741a49476d268403f7b,29,195760,C6,7500,24,C1,0
2f9767ad313442eb8aa658cc4a215f1c,28,200000,C1,25000,24,C6,0
5b535ac790374ba68519ddea57e9fb06,29,104000,C1,20000,36,C3,0
98228ffe033d4054bb6a8d782b0813a6,24,160000,C1,5000,11,C1,0
f01382e3769b4713a1509027a1b0eee4,46,196000,C3,25000,24,C6,1
64216e45fa694cea95d7a963ddfb3154,30,136000,C2,25000,36,C6,1
47e8b34a173646cd9cb17df002dc7497,41,97500,C2,20000,36,C1,0
c9a4c8d7a75a4663b6dc531c72aa2091,30,208000,C4,25000,24,C1,0
75c040ee2ded404f823f30bde9dbaffa,49,120000,C3,5000,36,C1,1
17e41d86b2244008b650472c12c75e8a,34,120000,C1,15000,24,C1,0
dac029eec1ca42d0ae41f56a99301705,35,127600,C2,5000,26,C4,0
5dc5e33521cd4af781588da29e697c90,36,144000,C1,25000,24,C1,0
871b189bd75c41a588d5b7245592dc1b,26,128000,C1,15000,24,C3,0
54f08c43ea9d4a17aa8614cc18b96725,30,1280000,C1,5000,12,C3,0
a5500a1b32bf42478f508de2afad5c65,21,120000,C1,10000,24,C7,0
5712635fb48c4feeafae102ff5a153cc,40,2080000,C1,12500,24,C4,0
06cd17debf084eebb07febeeaf8840b6,34,152000,C5,15000,36,C3,0
9904242cf5854c628b020611d06e8d6c,50,118400,C6,5000,12,C2,0
f11c13e50c7c4eae963c2c5ee842e5a5,27,156000,C1,25000,36,C4,0
7143cfb78f2f43e8a0e644a3ec1882d8,63,163120,C3,25000,24,C2,0
d21159b7931b41e2b9fa37500e135c15,35,200000,C7,15000,24,C5,0
1b70b165ed8d487cbfe246ee9d80c23d,46,160000,C2,10000,12,C3,0
a1aa481ce71f4a918d8511d3a1255d2e,27,108000,C1,10000,24,C3,0
42d627a8d8204d3794594af31056660f,26,110800,C2,20000,24,C3,0
08974383321b4fd0bc479382acf62b94,21,144000,C1,20000,24,C2,0
89e862ce8c6147fdb850a3fa874dcfb8,50,128000,C2,12500,24,C2,0
5faf2a96742f40d09d5ec0e6fe61dece,28,144000,C2,10000,12,C3,0
afa32606c5034353ac47a48077e7c443,36,112000,C6,8500,36,C2,0
cf648faa049641998ef80a6b86e5f397,27,124720,C1,15000,60,C1,0
ecf2c3ab2d3f4019ac407b6bb1a8297b,29,184000,C2,23750,36,C4,0
c9224d0f85ae43e4a1954707522bec2c,28,160000,C1,16000,12,C3,0
8d3bb8a3589946eda937f0f30fc8136d,27,144000,C6,25000,36,C4,1
143ddc833be24ba69cf63ed0b4a8523f,41,208000,C1,25000,36,C2,0
c01d7da9178f46e9888e9aa300fd4b11,34,116315,C1,12500,60,C3,0
bb310b8a41c144ca8fb84466f2a473ba,27,166000,C1,10000,24,C2,1
85511dcdd28a490f865f0889ab859d1f,47,132000,C1,5000,12,C6,0
34dc09902b3f49bf8e01748f55d047b4,27,120000,C2,12500,60,C1,0
06ac0a92cc6f4810a930c946ece90660,36,140000,C2,15000,24,C3,0
ed092320fbc647a1a56e1bfe72bb1347,21,117760,C6,25000,24,C1,0
8595838eedd5497b9f99a91e40b0797c,30,152000,C1,37500,60,C3,0
624e5b93fef045269e16ef573702144d,34,120000,C1,5000,12,C5,0
51ca8a7bbb9e48478839971abdd4b67b,38,550000,C1,25000,24,C5,0
fdddcf0bd74c4c7e9b81f1d8129f3d74,46,168000,C6,17500,24,C7,0
bcca524b48d443b49b677f3ee54d6d56,22,112000,C1,5000,36,C3,0
312cb3c34d3e4dce9ece4f604493ecfa,26,148000,C5,15000,24,C1,1
c71d9d5c647b4ea2bdbc7f2102deb615,29,216000,C1,15000,24,C1,0
31f5861fafa14d5280e738ff6673b9bc,29,195760,C6,7200,24,C1,0
aaa8e61124c44c12b3b0be3b08605350,38,112000,C6,15000,24,C1,0
446e2183a85a4b4e9acea6361775a840,44,149925,C2,15000,60,C1,0
e0e3a19939d041f299199822bdb32144,40,2000000,C3,10000,24,C2,0
da56886042f44f87998794158b53882c,32,136000,C2,25000,36,C1,1
7f8f5d9a00d042b78ab829b92affc7ed,29,131200,C1,7500,36,C4,0
372c3cc7ba264a91808b3874c5eafffc,35,132000,C1,25000,24,C1,0
262e917cb87844f9a65a079099ad637d,22,112000,C1,5000,24,C1,0
25e6b3c268994303b8bdb6a7eb49f074,31,144000,C1,25000,24,C1,0
d999203c84254ba2a1106d1b9d30e2a3,36,160000,C1,25000,24,C1,0
b054cb80c7e64645aedb08fbbfc94039,26,101600,C6,10000,24,C2,0
485555c15eae44f1a8b40a7b87d7b34d,37,117440,C1,25000,36,C1,0
ee58f464472e44aca6377250295ac159,38,112000,C1,15000,36,C1,0
b913d35edddb4127ab62fde1af1b1f72,39,127500,C2,25000,60,C1,0
f7da523dffa343f5a99dfedbc2632672,30,122500,C6,37500,60,C1,0
54dfa8c2094b4174a4d12581259d5891,30,304000,C1,25000,36,C1,0
ca55dc90820a4f1bab24720aa46c6c8d,27,120000,C1,25000,24,C4,0
7291373598a94bfdbe58aebcbb2a18a8,27,159040,C1,5000,24,C4,0
b396c1ba39dd41f2a06c04b8d28acb4b,42,200000,C2,25000,24,C1,0
eeb8533b66b545f98e1b4aa058996fcb,48,148800,C3,20000,12,C5,0
99b0be731bd6496b8434ba8708dc9acf,38,164000,C1,10000,24,C1,1
4c717dfe8d244c0aaf6b83c3a6b0b7bd,44,120000,C6,25000,36,C4,0
1caddd26837148f4a301801bcc35133a,24,90045,C1,6000,12,C6,0
ebdf9fdec4ca4800bed7bd3749d733f1,24,104000,C1,17500,24,C1,0
6263de29cd3e488bb80892710c407156,23,111200,C6,15000,36,C5,0
584a14fddcbd4c9e94ce29762fe36dd4,33,120000,C1,9500,24,C6,0
28a67873595a4d0e8f170b04016a769f,24,115200,C2,20000,24,C5,0
57960617d855448d8d0cee4d4f9a1be4,24,104000,C1,5000,36,C2,0
338b911a840d441786829fe462aeed54,43,160000,C1,25000,36,C1,0
fdf02c9bc9da48ff8b09e087ceb88072,33,112000,C1,5000,12,C1,0
a6d36bc830c9441b9f3e9cd835b9d011,51,200000,C6,37500,60,C1,0
830750cdaff34cc28fe80c45c933c033,37,132000,C1,25000,36,C1,0
da74dc2e0b4d4cf4a0f3932b4db6af3e,34,122500,C1,20000,60,C1,0
e44d075a35c34c299216696488b18899,23,176000,C6,15000,24,C4,0
bb764c71bf95486cb36a77c1c09b17bd,37,136000,C2,22500,36,C8,0
a6e80ce4d5904e3b93d4b549b6955b01,32,207440,C1,25000,24,C2,0
ccaab7e44e8542848a67d3704676a25f,34,112000,C1,5000,12,C5,0
05f0568340464979bd3c1d9cc0455573,50,480000,C2,12500,18,C1,0
df2eef95c981472892f7b04bd460febb,38,145000,C1,15000,60,C2,0
3d1c275b25c64dcda2dc23e22a65e4ff,28,142320,C2,7550,24,C1,0
ce48bea5d6624d928e012323eeb4c494,37,160000,C1,10000,36,C5,0
cbc8a147358048758a6fd9746b62f927,37,112000,C2,25000,36,C1,0
737bafb5f1a74cecb9873bd58d49e468,37,128000,C6,25000,60,C3,0
c66deca1cd15413cbf1ceacf6ca1d54e,30,172000,C1,25000,36,C1,1
d2be524343fa41c88c18d9806a4f880c,25,200000,C2,17500,24,C2,0
15f62a153235445a943f52e972f0373b,27,160000,C1,5000,12,C3,0
825c63ef4128451c9477867acc3491d2,21,178080,C1,25000,48,C3,0
478cb182c68e4aa8a6e1af831eaf32f2,43,144000,C2,10000,24,C1,0
6cc04307caab40eb887843d2c21f2729,41,112000,C6,10000,24,C2,0
5025a42b86e84a44b9dcbac8390d5005,32,152000,C6,15000,24,C3,0
af8422689ddc4f81a16124616eb20a46,52,95000,C3,25000,24,C4,0
aa0668588ee048358de7f12f4302f8a7,35,120000,C6,5000,24,C5,0
1db555c156c24c2589d5317ed29f6f58,34,168000,C2,11000,36,C1,0
72e21730d7c2483093e8854a2ba0735c,31,192000,C2,15000,18,C2,0
4181d5190f9146b2b9947cf21a7e08a4,27,184000,C1,25000,60,C8,0
25cb4d2446054bf3a0fb801351b3825c,45,140800,C2,10000,24,C2,0
700fe03d93a24ef9bb792a2f373a2567,39,240000,C2,15000,24,C1,0
0806e459edf4481b8e256b1598b1090b,53,156000,C2,25000,36,C5,0
77c0ea480418469fb664a62980000938,30,136000,C2,5000,12,C6,0
00cb40d1192243938f9d5f07d45d10bf,32,144000,C1,20000,24,C4,0
4bf2ac2fdecc48d5b21dfef73105615d,28,112000,C6,12500,24,C3,0
fee2ba8bbdb146408d644362eaa1aa70,29,148000,C1,32500,48,C1,0
045ff038f7dc484d9dfc3295b4d619ec,30,280000,C2,25000,12,C1,0
f1187565d68a47daa2f2bfbc690515f1,33,457600,C1,5000,12,C5,0
5bd8b9e3ddda47a09f777d6114f9173b,31,126400,C1,15000,24,C1,0
27993bffd09c4f2385acf6a44f900568,56,192000,C2,17500,24,C1,0
d395ed35a9ab47998d09da284e5193c0,45,188000,C1,20000,36,C4,0
49acb41305f04904a88feab9d762be9b,31,160000,C1,5000,36,C5,0
bcf9ddd1947e4dfb8221ec8cafec202f,52,372800,C2,25000,12,C3,0
b91af036d02b4e09be7cda892d580cb3,26,160000,C6,37500,60,C1,0
c9e346ec3c6146b89a4986cc71f54c57,24,112000,C6,25000,36,C1,1
4563c8da9cc745e6b1296654e7c4f8e4,30,124000,C1,5500,15,C5,0
00d3bbaf959b49cb9d1ce5a6fbec3206,30,240000,C2,5000,12,C8,0
4b3052cdada6460992b5085961557819,21,124160,C1,5000,12,C1,0
18b92f0a7f9c4d0face6584dcd14a95d,24,115280,C1,7700,24,C1,0
0ceb058a134e4117ba5d0ff9f8d669dc,32,125140,C1,25000,24,C1,0
ed5a16fac5de4304a4b6f15550ebfb99,35,134800,C1,5000,12,C9,0
cedda6c62e9a4b1882aca3dc0641e190,24,112800,C1,18000,24,C1,0
4ecd5907db5a45faa877963dee3a1939,28,148800,C2,10000,24,C6,0
e3a076de06444f368ee30709fd3c0572,20,160000,C7,5250,10,C4,0
12bcd9a85a114856937ca16a724e45c7,24,113360,C1,25000,36,C1,0
fb9ef9e685d6452c821effdfa1fd1c20,26,140000,C1,25000,36,C7,0
3e9c54ebb1b24fceae13b38dc4de7480,25,145000,C1,5000,60,C1,0
4ed7ca6e8b64495fa0c35e5b2b33ea8e,39,176720,C2,5000,12,C3,0
90627b1953354e229b1bd171acaafca0,48,195730,C2,5000,12,C3,0
dc0d07ff7dd74037847dbd077c6798f6,33,140000,C1,5000,12,C4,0
19b09ce20a0f4a16a20cd3de5a31de93,25,110000,C1,25000,60,C2,0
9d4fe27045aa4886bd7391bd054a8f2d,30,128000,C1,6000,6,C3,1
f7662b2ab32c4a6b9e496967f0a3347d,34,152960,C1,7500,36,C1,0
e9953789214e4348a2f86212ea6cd0f2,47,136000,C2,10000,36,C1,0
5437e1aef71c4cea8999eb238401ab9b,27,100000,C6,20000,60,C2,0
89c8f4670f7b4e2894d4246d3ea9c0e8,44,184000,C2,10000,36,C4,0
191a8ba0b47d4c7dac1fa2d5545ff799,34,144000,C1,25000,24,C4,0
77140a2e046b4724baf8bd4c9c3a2b9e,38,107015,C1,12500,24,C6,0
aa80e81d3edf4c25ba70849523f980bf,29,124800,C1,5000,18,C3,0
e8f75d5f46034f37aaf0f6fe401b25e1,29,311500,C2,12500,12,C1,1
b13bfd3bc8c24dda825545a9077bafa7,29,213280,C1,20000,24,C7,0
5f056196a9ab42a6b9b9d64e50b2f602,25,115200,C1,20000,36,C1,0
7e89c73854ee4460977ecee1fe562fc3,27,121600,C1,25000,36,C2,0
fd73914ba0fd41d5af7142efa09a0e5f,32,116000,C6,7500,36,C5,0
1829a5a7e0a54152a569576b34da01ff,27,112960,C1,10000,12,C2,0
063561f6917343729b62f8de6ff0417e,24,117500,C1,15000,36,C1,0
1104ef9360f342d9ab192bff02148383,32,192000,C2,25000,36,C4,0
5ea5859aad974d1583d5720a2a425ef9,21,140000,C1,10000,24,C4,0
a22ac712972244549db9b316f4ce7d97,32,137750,C6,25000,48,C3,0
c84241e209924f0cb283282690738b98,21,161040,C1,15000,24,C1,0
7d01d699782e44fb806074f68048a11d,50,128000,C2,10000,24,C1,0
979ec0596d504855a22ebfde3655bc6e,22,141520,C1,5000,24,C1,0
858eaf6494294642bf08797bce091083,25,116000,C1,27500,60,C5,0
81380639ef804d5295add054dd1ef624,28,128000,C1,15000,36,C7,0
8ba9143330484823a600c4727f3110a9,25,134400,C6,30200,60,C2,0
bf504d18bb044fde8b0e12b81fb7ce13,35,176000,C2,15000,24,C4,0
718ee6a0d09141f1883d115599ab608e,34,152000,C1,25000,34,C1,0
7984722f623d4902945b7bec5a0ae72e,24,120000,C6,5500,12,C2,1
984ae0444aaf4f1899d1edff60391309,34,155680,C2,7500,12,C3,0
33b49f6c402c47ceb788977347cd2609,27,100000,C1,15000,60,C2,1
7f52a5a757f34b9e8f978e6d32b78ec9,37,116000,C6,5000,36,C5,0
9ba4a438031d40c39b5104559366ae89,30,160000,C1,10000,27,C5,0
baffaff7b0b74239ba4169bd3ec69d86,24,128000,C1,5000,12,C1,0
fe534fc4024143cab99b96df34dac0ce,42,184000,C3,25000,36,C2,0
2bf8f9e299864e6f83597b6d0e403aa4,41,192000,C2,5000,10,C1,0
c2351c38c30a430291923d8f6e447571,58,128000,C1,15000,24,C3,1
69a05be538c94447acd176f1651ec313,29,112000,C2,35000,48,C1,0
a39562d96dbf4e508f661f484c349309,21,112000,C1,17500,24,C4,0
3bc870a905db439eb8cda0580fced90c,32,107495,C1,25000,12,C3,0
f3713b6c6b9f41a9a759c8f7aa8b4b30,32,256000,C1,6250,12,C2,0
9df2dcf38d73494a9b9f1b1fef856959,29,480000,C1,15000,12,C1,0
cdced0bc81e1408ea935e24567b0641a,25,113600,C1,16900,36,C4,0
d21f7155090e408d9d31343955e2c62d,32,128000,C2,12500,36,C1,0
d399949829c141d58d40904c23a10eaa,23,135840,C1,25000,36,C1,0
4a04d1365cae43989e299d44c767949d,41,117760,C6,7500,12,C2,0
0c4d3cb1d62f48a19e6a7e10dff6606d,23,116000,C1,15000,12,C1,0
70dfc599940d40b78fb5c4c68af3459c,37,184000,C1,15000,24,C1,0
5cb66484bdb944ddb928da0267ff008a,28,115360,C1,25000,24,C1,0
69f250b287544882ba468faaf9f29788,29,107500,C2,20000,36,C4,1
05c4a73107e043038106f4b915cc957e,23,106640,C1,5000,24,C2,0
a64a181e6806409f820d8080b2331e36,38,192000,C6,17500,24,C5,0
ba109f0376bd406fb6b4165e5c50af60,38,128000,C2,20000,36,C1,0
b692d683be25410193649a137d3ac908,28,152000,C1,15000,24,C1,0
b1399e7dba524814b2c672e47f29c651,25,132000,C1,35000,54,C5,0
19854c59fce3412d824126c3252c5771,25,112000,C1,20000,36,C3,0
101c6a143a6a4f359bf6a53adb9fa79f,27,1533680,C1,20000,24,C1,0
8bf75d51b7f042d9876e26cf823bdb42,36,136000,C2,12650,24,C9,0
99c630fcd54f4dc8b8b358064cd4ce06,32,200000,C7,25000,36,C2,0
3d09fd3473cb4f03b5fd1d5267cd7872,34,120000,C1,5000,24,C2,0
b1c892a84c21479b958ba07cbc4e19ae,28,131200,C7,5000,24,C1,0
fa7e6ac089ad41e9895cd64c54475a28,33,124000,C1,5000,24,C4,0
cc336ec5f52d411da978d7a77349e000,23,132000,C1,25000,36,C1,0
1c54373adba740489e2fb7f7622db621,31,230000,C6,15000,60,C1,0
e45dccce811540bc8038a2135e3bb6c2,54,133760,C1,10000,36,C7,0
fe6bb22a90df4026bb0cbbffdfed91fa,29,200000,C1,25000,24,C5,0
2727802ac30f408f8fdf1a4bdcb464a0,33,160000,C2,5000,6,C6,1
a38d90ebb0a5401fb8f48bdc509a98b7,55,156800,C3,27550,48,C3,0
15e7809551e04cc28dfdcba9add82876,28,144000,C1,15000,24,C1,0
b493bf2beac8435c92a4f96998f5e8d8,35,132000,C1,5000,12,C4,0
0c4bd915c01c44449d2aff7dbb9e2960,39,200000,C1,25000,36,C1,1
51e62f5b357d4b90880628c2820eb712,50,172000,C2,32500,36,C1,0
f44e672b5e4f4d63924b3703babdfb0b,34,136000,C6,15000,24,C1,0
f7c4d5902b3e4da8af5404b7f9b6559c,30,144000,C2,25000,24,C5,0
e341bbb659bc4d57a122140edd66f278,27,160240,C3,25000,24,C1,0
d7d610691a9c43d9aed8b69088b36d68,24,128000,C1,22500,36,C7,0
da9c92e29cd345b28bfa88514af3e476,46,176000,C2,25000,36,C9,0
a565c4bba06c4b3db191b62344c7e46a,25,128000,C6,12500,24,C7,0
b46779f159f3443ca5496f5086360a25,46,168000,C2,10200,36,C2,0
4b5a42e761c74442ad78265c5ed1280a,54,128000,C1,10000,12,C1,0
3433d298c11340ffaa1b7f9f72606f8d,26,90000,C6,17500,60,C1,0
16a7b9614c5d4192b1d8466e2acd388d,29,125000,C1,30000,24,C4,0
8e67fd194f17425aa1d16a606e8b5308,30,90000,C1,37500,48,C4,1
b994f8191e2a46ac9322c81dc77fc837,28,116000,C2,25000,24,C2,0
a5b8d1192713453bb7be9b4220178650,60,106400,C1,5000,12,C3,0
6fb39e5a7eae43868559610ad58d1b1e,51,120000,C2,5000,24,C2,0
76e1a1095ad74c4e82edb102597d3f5d,33,136000,C6,5000,24,C1,0
97ab7a2c33d34470abd069205b59b236,23,120000,C1,5000,24,C4,0
fb87751ca61d4cc689065a7b2fa0d1b2,43,192000,C5,15000,24,C1,0
97c83f1a04d143b98f06e4f62865e480,37,134880,C5,7250,24,C2,1
2f3245677cd44cb1b6d2a0873a87bcc6,27,144000,C1,6000,24,C1,0
32c790984e4246f2b3c3161990ac2d94,33,128000,C2,25000,36,C5,0
b72843a379464198943ada1637894ee4,28,180000,C7,15000,24,C3,0
44aa445eb73449808e332a3b55014fa2,49,168000,C2,10000,24,C1,0
d05ec21ca93c4f2a93420cd6ff6adb4c,26,112000,C1,10000,24,C2,0
e5973a5afc5440efbd8e83f74f509de2,25,128000,C1,20000,24,C2,0
6e83ce5eefa94984bb4ec3866cac012d,26,120000,C1,5000,24,C2,0
dc68833c399f4f4ab8de322be870871c,26,126000,C1,17500,24,C6,0
5a221a3c4fd84accaae5dad00fcf9d40,24,108000,C1,12900,24,C2,0
06769d4a96464da8a13dcd5ccd644b3f,27,218880,C2,37500,18,C5,0
637c3cbcc98d4b718eb499de7d0d57e8,26,152000,C1,25000,36,C1,0
eec451b075464045a9a57b5390646908,35,99000,C2,22500,36,C1,0
51fdaeb827294db7b4781116e8315ebe,24,144000,C1,37500,60,C1,0
566770a470a549788e1222a87eef93ac,27,176000,C6,15000,24,C2,0
bf96f4415872422e98c7ac294849542f,25,108000,C6,6500,24,C1,0
